"id","nom_groupe","tags","localisation","localisation_type","begin_date_year","type"
1571646,Max Season,"season records, producer, beatmaker",Saint-Étienne,3,1996,1
1574359,Pierre Schirrer,jazz,Strasbourg,3,1952,1
1575246,Alice et Moi,"pop, french pop",Paris,3,2016,2
1576320,Steve Elcock,composer,Chesterfield,3,1957,1
1576991,Chaton,french singer,Lyon,3,1983,1
1579506,Louis Mazetier,jazz,Paris,3,1960,1
1580490,Kephren,hip hop,Paris,3,1967,1
1581686,Krüel Kömmando,"genocide, satan, sadism, black metal",France,1,2009,2
1583522,Les 3 Phallus,industrial,Lyon,3,,2
1586425,Morse,"hardcore, noise, metal, power violence, noise hardcore",Montpellier,3,,2
1594620,Appalooza,stoner rock,Brest,3,2011,2
1594623,Ménestrel,dungeon synth,France,1,2017,2
1595074,Dark Lèg,"iranienne, iran, france",Paris,3,2013,2
1597373,LFZ,"english, france, dance, electronic, french edm, french dance, nocopyrightsounds, lfz, french electronic, edm",France,1,,1
1597497,Michèle Buirette,jazz,Boulogne-Billancourt,3,1949,1
1599584,AUM,death metal,Toulouse,3,,2
1601485,Hervé Bourde,jazz,France,1,1951,1
1607661,Crackhouse,"metal, ambient, sludge, stoner metal, doom",Tours,3,,2
1609368,Greyfell,"heavy stoner metal, metal, stoner metal",Rouen,3,2014,2
1609388,Fœhn Trio,"jazz, contemporary jazz",Lyon,3,2015,2
1610236,Dying Giants,"doom, metal, sludge, stoner, instrumental doom",Toulouse,3,2016,2
1613274,Abyssal Vacuum,"cavernous, stalactite, cavernous black metal, black metal, dissonant, cavern, caveman",Lyon,3,2017,2
1614844,Hyrgal,black metal,Var,2,2007,2
1615423,Pascale Criton,composer,Paris,3,1954,1
1620220,Electric Jaguar Baby,"stoner rock, psych rock",Paris,3,2015,2
1620916,Christine Wodrascka,jazz,Aix-en-Provence,3,1957,1
1621672,Unit,"frenchcore, electronic",Bretagne,2,2014,2
1621837,Necrodancer,"black metal, punk",Liège,3,2017,2
1624399,SeRvo,"psychedelic rock, coldpsych, shoegaze, psychedelia, coldwave",Rouen,3,2016,2
1624672,Clystone,"sludge, stoner, doom, psychedelic, rock, stoner rock",Menton,3,2016,2
1624946,Uhl,"skepticism, nihilism, nature, black metal",Dijon,3,2008,2
1625200,Iwan B,rock,Les Lilas,3,1984,1
1626316,Deathbell,"occult metal, stoner, doom metal, sludge metal, stoner rock, occult, metal, stoner metal, psychedelic rock, stoner doom, doom",Toulouse,3,2016,2
1626722,Lucie Bernardoni,jazz,Nice,3,1987,1
1627208,Comme a dit la serveuse,jazz,Mirecourt,3,2017,2
1628411,Alex Rossi,"electronic, rock, italo-disco, pop, singer-songwriter",Auch,3,1969,1
1629903,ASK,"nu-metal, rock rap, rock, hip hop",Chaumont,3,2012,2
1632449,Barbara Schulz,actress,Talence,3,1972,1
1634958,Sofiane Pamart,"classical crossover, pianist",Lille,3,1990,1
1635321,Béatrice Gobin,"soprano, french soprano, classical",France,1,1977,1
1635448,Tranzat,"sludge, progressive metal, metal, heavy rock, stoner, psychedelic, progressive, doom, rock",Brest,3,,2
1635462,Kanopé,"ska, reggae, funk, world, rock, folk",Jura,2,2013,2
1635560,Ensamhet,"spirits, black metal, longing",Nancy,3,1995,
1636594,JEROM,"chanson, paris, variété, pop, folk, aix-en-provence, jerome liveneau, jerom, france, français, french pop",Aix-en-Provence,3,1981,1
1636679,Matthieu Bordenave,jazz,Tarbes,3,1983,1
1637233,Délinquante,chanson française,Marseille,3,2005,2
1638737,Nika Taiko,"taiko, 和太鼓",Paris,3,2015,2
1638750,Paris Taiko Ensemble,"和太鼓, taiko",Paris,3,2011,2
1639412,High On Wheels,"desert rock, rock, stoner rock",Paris,3,2014,2
1641047,Elsa Dreisig,soprano,Paris,3,1991,1
1641054,Génial au Japon,"electro pop, pop rock, trip hop, electronic",Bordeaux,3,2015,2
1642462,Vercors,"stoner, instrumental, alternative, post-metal, post-rock",Grenoble,3,2014,2
1645200,Philippe Caillat,jazz,Paris,3,1948,1
1646039,Fátima,"stoner metal, doom metal, metal",Paris,3,,2
1648763,The Liquidators,"reggae, ska, funk, soul, rocksteady, early reggae",Lille,3,2015,2
1650578,Vegedream,hip hop,Orléans,3,1992,1
1651797,Julien Brocal,"french pianist, classical, pianist",Arles,3,1987,1
1657372,Catherine Delaunay,jazz,Bordeaux,3,1969,1
1657395,Lucien Bertolina,"sound collage, electronic",Marseille,3,1946,1
1660184,The Mitchi Bitchi Bar,"rock, swing, blues",Montpellier,3,,2
1660584,BUSTACRIME,"bustacrime, hip hop, lil wayne, rdr, rich dawg records, dope lines",France,1,1982,1
1660614,LIL KALIO,"rich dawg records, rdr, lil kalio, bustacrime",France,1,2000,1
1662313,Koba LaD,trap,Saint-Denis,3,2000,1
1662570,Caterva Runa,"paganism, black metal, europe, war",Bourgogne-Franche-Comté,2,2004,2
1663631,Inglorious Bad Stars,"heavy rock, alternative rock, stoner rock, grunge, rock",Nantes,3,2016,2
1666859,Valve,"sludge, metal, post hardcore, punk, sludge metal, doom, hardcore",Paris,3,2010,2
1667468,Jonathan Dunford,viola da gamba,Trenton,3,1959,1
1675351,Demande à la poussière,"dark ambient, industrial, metal, black metal, drone, post-hardcore, sludge, hxc",Paris,3,2017,2
1678330,Carcolh,"blues, heavy metal, epic, doom, hard rock, metal",Bordeaux,3,2016,2
1684439,α Ori,"dark ambient, noise, experimental, power electronics, glitch, electronic",France,1,,1
1684945,Clovis Nicolas,jazz,Abidjan,3,1973,1
1686914,Les Chics Types,rock,Lyon,3,2005,2
1687397,Hate Sanctuary,"mental torments, anguish, ghosts, black metal",Lyon,3,2005,2
1688317,Excalibur,"oi, oi!, punk rock, punk",Cannes,3,,2
1689128,Katacombes,black metal,Paris,3,2007,2
1690202,Isabelle Duthoit,"free improvisation, jazz, free jazz",Montargis,3,1970,1
1693073,SAQI,"saqi, saxophon, saqisax.com, saxophonist, french, saqisax",France,1,1970,1
1694120,We Are Magonia,"darksynth, synthwave, horror synth",Lyon,3,2017,2
1694910,Marc Stutz Boukouya,jazz,Bouzonville,3,1961,1
1697518,SLIFT,"french, stoner rock, krautrock, experimental, garage rock, psychedelic rock, space rock, garage punk, psychedelic, soundscape, rock, heavy psych, progressive rock, garage",Toulouse,3,2016,2
1697588,Pandhora,"deep psychedelia, deep progressive, organic house, livetronica, folktronica, progressive house, deep house",France,1,2015,2
1697718,Marion Rampal,"jazz, chanson française",Marseille,3,1980,1
1702148,Craniq,"hip-hop, trap, indus, experimental, noise",France,1,,1
1702260,My Lovely Underground,"neo-psychedelia, psychedelic rock",Metz,3,,2
1708077,Gérard Entremont,chanson,Paris,3,,1
1712199,Sacrifizer,speed metal,Mulhouse,3,2017,2
1716536,Odessa,"coldwave, gothic rock",Poitiers,3,,2
1716542,Conditions Extr;M:,"electro, ebm",Bordeaux,3,1986,2
1718153,Karcavul,"death metal, doom metal, black metal",Lyon,3,,2
1718567,Sepher,new wave,Marseille,3,,2
1719077,Zone Infinie,punk rock,Saint-Étienne,3,,2
1719383,Adèle Castillon,"urban pop, pop, indie pop, alternative pop, french pop",Angers,3,2001,1
1720898,Zool Fleischer,jazz,Boulogne-Billancourt,3,1958,1
1721838,Marc-Édouard Nabe,jazz,Marseille,3,1958,1
1721997,Jean-Loup Longnon,jazz,Paris,3,1953,1
1721999,Laurent Dehors,jazz,Dreux,3,1964,1
1722453,Christian Lété,jazz,Tunis,3,1944,1
1722478,Thalassa,progressive rock,Vic-en-Bigorre,3,,2
1722483,Claudine François,jazz,Le Havre,3,1948,1
1723080,Saint Lanvain,"house, electronic, deep house, electro house, electro-funk, the avener, synapson, vintage culture, rooftime, ofenbach",Paris,3,1988,1
1723809,Frédéric Monino,jazz,Sarcelles,3,1965,1
1724489,Olivier Benoit,jazz,Valenciennes,3,1969,1
1724598,Terrenoire,pop,Saint-Étienne,3,2017,2
1724701,Kincy,r&b,Paris,3,1988,1
1725008,Amok Wodwo,"dark ambient, drone, experimental, noise, harsh noise, ambient",France,1,2017,2
1725571,Mike Reinhardt,jazz,Forbach,3,1977,1
1726701,Stéphane Bertrand,jazz,Cannes,3,1967,1
1727682,Dominique Burucoa,jazz,Bayonne,3,1952,1
1727684,Dominique Lemerle,jazz,Paris,3,1955,1
1727698,Francis Bourrec,jazz,Bordeaux,3,1955,1
1727700,Frédéric Viale,jazz,Cannes,3,1977,1
1727703,Ghislain Muller,jazz,Roubaix,3,1950,1
1727708,Issam Krimi,jazz,Aubervilliers,3,1980,1
1727711,Jean-Pierre Llabador,jazz,Tlemcen,2,1952,1
1727718,Karim Maurice,jazz,Grenoble,3,1976,1
1727722,Laurent Courthaliac,jazz,Le Puy-en-Velay,3,1973,1
1727732,Remember the Light,symphonic metal,Île-de-France,2,2014,2
1727755,Perrine Mansuy,jazz,Aix-en-Provence,3,1971,1
1727829,Éric Dervieu,jazz,Paris,3,1956,1
1730186,Guillaume Séguron,jazz,Nîmes,3,1971,1
1730196,Nicolas Montier,jazz,Paris,3,1955,1
1730267,Philippe Milanta,jazz,Marseille,3,1963,1
1731380,Sébastien Jarrousse,jazz,Bretagne,2,1974,1
1732315,Fuzzy Grass,"psychedelic rock, stoner rock",Toulouse,3,2015,2
1732975,Jean-Luc Vignaud,"contemporary jazz, big band",Nîmes,3,1948,1
1735060,Alain Vankenhove,jazz,Nevers,3,1970,1
1736780,Blry,pop rap,France,1,1999,1
1737634,Michel Pellegrino,jazz,Hyères,3,1956,1
1738127,Wizard Must Die,"stoner metal, psychedelic rock, stoner rock, fuzz rock, rock, progressive rock, desert rock",Lyon,3,2013,2
1738132,Ethili,stoner rock,Le Teich,3,2014,2
1738143,Witchgrove,"occult rock, sludge, stoner metal, doom metal, stoner rock, metal",Lyon,3,2015,2
1740815,Bafang,"rock, afrorock, afro, blues",Caen,3,2016,2
1741491,Endless Floods,"sludge metal, doom metal",Bordeaux,3,2014,2
1741719,Axjavel,"numerique, dring, tromarran, ips, kao, verney, electrique, optique",Cucq,3,1998,1
1742305,Allan Vermeer,rock,Somme,2,1986,1
1742546,Freddy Della,rock,Algiers,3,1945,1
1742849,Oliver Campana,rock,Toulon,3,1968,1
1742871,quartiers nord,rock,Marseille,3,,2
1743364,Pierre Suppa,"pop, chanson française",Nice,3,1981,1
1744488,CEYLON,"psychedelic rock, psychedelic pop, indie rock, trance",Avignon,3,2014,2
1744987,Les Maxel’s,cadence lypso,Guadeloupe,1,,2
1745073,Monsieur Valentine,indie rock,Paris,3,2006,2
1745378,Achab,punk,France,1,,2
1746185,Liquid Bear,psychedelic rock,Paris,3,2017,2
1746396,The Sacrifice,electronic,France,1,2018,2
1748579,UZY,"hip hop, east coast hip hop",France,1,1993,1
1751316,Philippe Baden Powell,jazz,Paris,3,1978,1
1753452,Benjamin Attahir,composer,Toulouse,3,1989,1
1753860,Zed Yun Pavarotti,pop rock,Saint-Étienne,3,1997,1
1759209,Camembert au lait crew,"french, electronic, techno, french techno",Rouen,3,2014,2
1761632,Ergotism,"medieval, paganism, history, black metal",Savoie,2,2015,2
1762108,Moja,"dub, reggae",Nantes,3,2013,2
1764492,Patrick Vollat,jazz,Lyon,3,1949,1
1767813,Johnnie Carwash,"garage rock, punk rock",Lyon,3,,2
1770724,Jouk Minor,jazz,Paris,3,1947,1
1771032,Anjaya,"soul, pop, jazz",Maine-et-Loire,2,1971,1
1776006,Möhrkvlth,"black metal, death, breton history, celtic legends, paganism",Plougonven,3,2014,2
1781315,Blackout,"thrash metal, heavy metal",Melun,3,2012,2
1782305,Graciane Finzi,"french composer, classical, composer",Casablanca,3,1945,1
1783272,Jeremie,"pop rap, electronic, pop, dance, hip hop",Bobigny,3,1992,1
1787039,Oxygène,punk rock,Morbihan,2,2000,2
1789069,Stuffed Foxes,"shoegaze, garage rock, psychedelic rock",Tours,3,,2
1789141,The Skalogg's,"punk, ska punk, ska",Lille,3,,2
1789871,PLK,"trap, pop rap, french hip hop",Paris,3,1997,1
1792776,Djiin,"psychedelic rock, stoner rock",Rennes,3,2015,2
1793232,Sartana Sinitambi,zouk,Guadeloupe,1,,1
1794964,Hervé,"french pop, pop",Saint-Cyr-l'École,3,1991,1
1795342,RHINO,"soul, electronic, hip hop",United Kingdom,1,,1
1804253,Korto,"speed, psychedelic rock, shoegaze, space rock, heavy rock, supersonic pop, krautrock, rock, afro kraut",Auvergne-Rhône-Alpes,2,,2
1809163,Phaeton Dernière Danse,"tribal ambient, industrial, experimental",Annecy,3,1963,1
1809917,Glabs,"singer-songwriter, art pop, folktronica, electropop, electronic",France,1,1981,1
1810488,Two Trains Left,"rock, punk rock, pop punk, punk",Paris,3,2016,2
1816090,Ferriterium,black metal,Remiremont,3,2010,2
1819072,Sauksie And The Frenchees,"punk, new wave",France,1,2019,2
1819074,Hālley,progressive rock,Paris,3,2015,2
1819405,Serge Nicolle,illustrator,Clermont-Ferrand,3,1947,1
1822800,Adrien Trybucki,"contemporary classical, electronic, instrumental",Toulouse,3,1993,1
1822983,Swarmageddon,"progressive metal, death metal, melodic death metal, metal",Besançon,3,2015,2
1823685,My Sweet Tyranny,rock,Audincourt,3,2013,2
1825480,Maria de Rossi,chanson,Marseille,3,1950,1
1825690,Duo Játékok,piano duo,France,1,2007,2
1828251,Dark Plague,black metal,Lille,3,2004,2
1828921,Zero Zero Zero,"zeuhl, avant-prog",France,1,,2
1833366,Sophie Lacaze,composer,Lourdes,3,1963,1
1836813,CDQP,cdqp,Mantes-la-Jolie,3,1994,1
1837486,Louis Martinez,"vocal jazz, jazz-funk, instrumental jazz, latin jazz, jazz, jazz fusion, soul jazz",Oran,3,1951,2
1837870,Camille Pépin,musique contempraine,Amiens,3,1990,1
1839155,Chinny Dove,"dancehall, reggae, afrobeat",Nigeria,1,1996,1
1842998,Saturnus Terrorism,"transformation, archetypal, metal, mind terror, black metal, power, philosophy, will, domination",Bourgogne-Franche-Comté,2,2015,2
1845456,Adèle Charvet,"french mezzo-soprano, opera",Montpellier,3,1993,1
1850597,Mélopée,"coldwave, post-punk",Lyon,3,,2
1852292,Ken Park,"hardcore punk, punk rock, punk",Saint-Étienne,3,2004,2
1853565,Sorcières,"folk metal, french, black metal",Lille,3,2017,2
1859264,Wormsand,"heavy rock, stoner rock, rock, doom metal, sludge metal, psychedelic rock",Menton,3,2018,2
1860004,Benjamin Elgar,"dance-pop, pop",Paris,3,2001,1
1860445,Gims,"pop, hardcore hip hop, french hip hop, sapés comme jamais, pop rap",Kinshasa,3,1986,1
1861261,We Hate You Please Die,"rock, garage, noise rock, garage rock, lo-fi, garage punk, post-punk, punk rock, punk",Rouen,3,2017,2
1861701,Lucie Antunes,"electronic, pop",Perpignan,3,1986,1
1866098,Syndrom,"pop hardcore, indie pop, pop rock, hardcore, rock, indie rock",Mulhouse,3,2016,2
1869624,Pone,hip hop,Toulouse,3,1973,1
1874244,Empyreal Vault,technical death metal,France,1,,2
1878719,Quatuor Hanson,string quartet,Paris,3,2013,2
1885604,Gambi,"hip-hop, rap, trap",Fontenay-sous-Bois,3,1999,1
1888985,Karkara,"psychedelic rock, garage rock, heavy rock, fuzz, middle eastern rock, stoner rock, instrumental, oriental rock, rock",Toulouse,3,2017,2
1889318,Suzane,"electronic, chanson à texte, hip hop, chanson française, pop",Avignon,3,1990,1
1892088,Roshi,"trap, hip hop",Kinshasa,3,1996,1
1893185,Ausstellung,"electropop, house, retro-futuriste, vjing",France,1,2016,2
1894346,SBRBS,"rock, indie rock pop, indie rock, british, stoner pop",Rennes,3,2017,2
1895466,Rekman Seller,"afrobeat, zouk, pop, mayotte, seller, rekman, shimaoré, rekman seller, artiste, pop urban, musique, almawt music, moinatrindri, îles vanilles, artiste mahorais",Kani-Kéli,3,1995,1
1904728,Primitif,"punk, hardcore, rock, metal, hip hop, noise",Vesoul,3,,2
1908401,Clara Ysé,singer-songwriter,Paris,3,1992,1
1911655,Benjamin Bernheim,tenor,Paris,3,1985,1
1912987,Malenuit,"folk, neofolk, rock, folk metal, dark folk",Avignon,3,2018,2
1916042,Plagiat,"underground hip hop, hip hop",France,1,2017,2
1916417,DLJ,"instrumental, downtempo, lo-fi, boom bap, chillwave, instrumental hip hop, lo-fi hip hop, hip hop",Toulouse,3,,1
1922842,Belore,"black metal, epic black metal, atmospheric black metal",Marseille,3,2019,2
1929900,Emmanuel Le Houëzec,traditional country,France,1,,1
1933074,The Scalar Process,"metal, progressive metal, technical death metal, death metal",Besançon,3,2016,2
1937589,Kiara Jones,"neo soul, indie pop",Sèvres,3,1992,1
1941831,Marc Michel,jazz,Le Puy-en-Velay,3,1986,1
1944259,BRUIT ≤,"instrumental, neoclassical, post-metal, drone, acoustic, experimental, ambient, post-rock, classical",Toulouse,3,2016,2
1945007,Shandrazel,"epic black metal, black metal",Paris,3,2015,2
1945926,Underground Canopy,"jazz, quiet storm",Paris,3,,2
1949881,Funérarium,"atmospheric black metal, black metal",France,1,2018,2
1952670,NOLA French Connection,brass band,France,1,2016,2
1954491,Yi,"yi transgender, soul, ballad, neo soul, jazz pop, r&b, transgender, transgender singer-songwriter, yi",Philippines,1,1987,1
1962494,Bastien Brison,"french, pianist, pianiste, jazz, français, soul",Roanne,3,1991,1
1972180,Bob Drewry,irish folk,Carmel-by-the-Sea,3,,1
1973823,Noynx,"trance, uplifting trance, hardstyle, rawstyle, psytrance, ambient trance, progressive trance",Metz,3,1982,1
1975941,Zonca,pop rap,France,1,1999,1
1982218,DJ Jade Laroche,"djette, french glamour dj",Rouen,3,1989,1
1983039,Les Beaux Bizarres,musique urbaine du dimanche,Paris,3,2002,2
1987891,Western Machine,"rock, garage rock",Paris,3,2013,2
1993118,Lola Le Lann,french pop,France,1,1996,1
1994051,Mésalliance,"nationalism, alcoholism, urban decay, black metal",France,1,2015,2
1996556,Cheh Production,"vive la joyintv, faites des dons, soon, cheh production, cheh prod, abonne toi, abonne-toi, cheh prod's ep",France,1,,1
1998058,Wejdene,r&b,La Courneuve,3,2004,1
1998461,The Roots Engine,"genres, reggae, dub",Paris,3,2013,2
2000172,Airbus,"hard rock, rock",Paris,3,1979,2
2007280,Gazo,"drill, hip hop, french hip hop",Châteauroux,3,1994,1
2014337,Johanne Maitre,oboe,Ardèche,2,1980,1
2015213,Jacek Woźniak,"illustrator, painter",Kraków,3,1954,1
2019334,Lazer27,rap,France,1,2000,1
2022454,Jours Pâles,black metal,France,1,2020,2
2023134,Krv,black metal,Paris,3,,
2024662,Alex Nante,composer,Buenos Aires,3,1992,1
2026115,Forever Dead,death metal,Rouen,3,2015,2
2029441,Brenky,"hip hop, downtempo, instrumental, lo-fi, boom bap, chillwave, instrumental hip hop, lo-fi hip hop",Netherlands,1,,1
2031815,Odyssey,"melodic progressive metal, progressive metal",Lyon,3,,2
2034418,Venin Carmin,"new wave, coldwave, post-punk",Lyon,3,2015,2
2034508,Inherits the Void,"black metal, atmospheric black metal, melodic black metal",Clermont-Ferrand,3,2020,2
2039570,Hibya,utau,France,1,1998,1
2051710,Ardente,"instrumental, black metal",Rennes,3,2020,2
2053976,Sépulcre,death metal,Bretagne,2,2020,2
2061249,Radical Kitten,"noise, riot grrrl, no wave, noise punk, post-punk, punk",Toulouse,3,2018,2
2070041,Pablo Padovani,"film director, musician",France,1,,1
2074078,Top Model,new wave,Mulhouse,3,1986,2
2076999,Esnard Boisdur,zouk,Sainte-Anne,3,1952,1
2080834,Gilles Lecouty,"accordionist, french composer",Migennes,3,1942,1
2084876,Christopher Culpo,composer,Pittsfield,3,1960,1
2085150,Black Gift,"post-grunge, garage rock, garage punk, punk rock, rock",Montpellier,3,2019,2
2086030,Ateyaba,"rap, electro, france, alternative hip hop, rap fr",Narbonne,3,1989,1
2087000,Neant,"mysticism, archaism, disgust, scorn, hatred, longing, sarcasm, despair, loss, raw, dark ambient, black metal",Puiseaux,3,2006,2
2087234,SebioJazz,"relaxation, meditation, jazz, chillout, pop, bajan, smooth",Nice,3,1971,1
2090208,Gwendoline,"coldwave, new wave, synthwave, post-punk",Rennes,3,2017,2
2091273,Benjamin Epps,"hip hop, hardcore hip hop",Gabon,1,1996,1
2091908,Val.,"chillout, electronic, synthwave, synth-pop, electronica, new wave, instrumental",France,1,1993,1
2096206,Space Dukes,"alternative rock, progressive rock, psychedelic rock, rock, soft rock",Paris,3,2017,2
2106965,H-ONE,"metalcore, h-one, groove metal, nu metal, death metal, metal",France,1,2005,2
2109585,Mafer Labastida,"modern classical, progressive rock, experimental, dark wave, electronic rock, trip hop, industrial, alternative rock",Mexico,1,1990,1
2115958,LOREM IPSUM,"french emo, screamo, baroque, neo-classical, post-screamo, acoustic screamo, post-rock, french screamo, acoustic",Lille,3,,2
2117099,La Zarra,eurovision 2023 artists,Montréal,3,1997,1
2119133,Wayfloe,"synthwave, electropop",Montréal,3,2015,2
2121515,Emile T.,"pop, alternative pop, indie, alternative rock",Bordeaux,3,1991,1
2123992,Ordo Blasphemus,"black metal, satanism, ancient ones, necromancy, occult, eulogy",Angers,3,2006,1
2129374,Bleeding Solitude,black metal,Grand Est,2,2007,2
2132347,Albionic Hermeticism,black metal,United Kingdom,1,,2
2136934,Naeleck,edm,Rennes,3,1989,1
2147010,Nihïlanth,"metal, death metal",Paris,3,2019,2
2149520,B-DPE,"rap fr, rap",France,1,1994,1
2164030,Apollo,"indie, funk soul",France,1,2015,2
2165588,NTO,"producer, electronic, techno",Marseille,3,1985,1
2176737,Ronisia,r&b,Tarrafal,2,1999,1
2177345,Junon,"post-metal, post-hardcore",France,1,,2
2190255,Johnny Jane,"rock, pop",Orléans,3,,1
2196759,Gurl,"garage rock, punk, indie rock, rock, surf rock",Paris,3,,2
2204162,ACA Mix,"music producer, techno, dj, electronic, rave",France,1,1982,1
2206052,Kiwala,seen live,Quiberon,3,,2
2206060,Mike Greene,seen live,United States,1,,1
2214544,Stanza,"french pop, chanson française, pop française",Tourcoing,3,2006,2
2214732,Corentin Henri Le Fur,"trap, dance, movie, france, corentin, le fur, scoring, london, funk, england, composer, score, edm, production music, bmg, henri",France,1,1996,1
2218469,IGee,rap,Bordeaux,3,,1
2220037,Ladaniva,"folk pop, eurovision 2024 artists",Lille,3,2019,2
2225545,Zahia Ziouani,conductor,Paris,3,1978,1
2227747,Fontaine Wallace,"pop, folk rock, indie rock, pop folk, indie folk",Paris,3,2014,2
2229730,In Shadows and Dust,black metal,Saint-Germain-en-Laye,3,2014,2
2231848,Naäkrath,black metal,La Rochelle,3,,2
2232164,Heimsgard,black metal,Remiremont,3,2012,2
2237065,Auld Ridge,"dark folk, pagan black metal, metal, black metal, melodic black metal, atmospheric black metal",United Kingdom,1,,
2237159,Telümehtår,black metal,Rouen,3,2007,
2237297,Florent Albrecht,classical,Metz,3,1975,1
2242405,Abyssal Suffering,death metal,Cormeilles-en-Parisis,3,2000,2
2245614,Domitille Vigneron,"violin, medieval",Nord,2,1975,1
2246726,Desmu,"experimental, electropop, electropunk, comedy, saucissewave, darksynth, dark electro, electro",Colmar,3,1993,1
2250414,Amairy Fauvre,blues,Besançon,3,,1
2250441,Amaury Faivre,"blues, blues rock, somt23",Besançon,3,,1
2253375,BRK,drum and bass,Marseille,3,,1
2265041,Brutal Sphere,death metal,Occitanie,2,2016,2
2267012,Patrice Villaumé,hurdy gurdy player,Quimper,3,1955,1
2275049,Ainulindalë,"black metal, epic black metal, atmospheric black metal",Paris,3,,2
2277206,La Croix et La Bannière,"underground techno, acid techno, darktechno, hardbass, dark techno, electronic, electro, analogic, horrortechno, techno, minimal techno, tech",Marseille,3,2016,2
2277674,The Oath,"death metal, black metal",Lyon,3,1999,2
2279761,Jocelyne François,french lyricist,Nancy,3,1933,1
2282745,Morgan Sansous,"post-metal, post-rock, dubstep, trap metal, synthwave, electronic metal, heavy metal, instrumental metal, rap rock, instrumental, folk, industrial metal, metal, symphonic metal, pop rock, speed metal, alternative metal, blues, hard rock, nu metal, instrumental rock, blues rock",Paris,3,1981,1
2286547,Disfuneral,death metal,Nancy,3,2015,2
2286563,Fife Augury,"french, progressive metal, progressive rock, neo-progressive rock, art rock, hard rock",Marseille,3,2019,2
2289022,Maëla Raoult,"classical, clarinette, contemporary classical, jazz",France,1,1990,1
2301934,Virgile Lorach,"jazz, jazz-funk",France,1,,1
2301936,Romain Clerc-Renaud,"jazz, jazz-funk",France,1,,1
2302366,Ahez,eurovision 2022 artists,Carhaix-Plouguer,3,,2
2315596,Cairn,"landscapes, atmospheric black metal, mountains, anti-urbanism, loneliness",Chambéry,3,2014,2
2316097,Alkhimya,"atmospheric black metal, death metal",Mulhouse,3,2013,2
2321869,Nova AR,"french, hip hop",Angers,3,,1
2324639,In the Mist,"occultism, black metal, satanism, hate, legend, anti-religious",Marseille,3,1994,2
2324747,Glassbone,"hardcore punk, death metal",France,1,2021,2
2326361,Depressive Witches,"metal, black metal, heavy metal, black'n'roll, punk",Picardie,2,2018,2
2327753,Désiré N'Kaoua,pianist,Constantine,2,1933,1
2330093,FauxX,"metal, industrial metal, darksynth",France,1,,2
2336177,Carabia,black metal,Brest,3,2015,
2337104,Missile,"punk, hardcore punk",Bayonne,3,,2
2337184,Another Bloodshed,hardcore punk,La Rochelle,3,2009,2
2337243,Rust Theory,"heavy rock, alternative metal, progressive metal",Nantes,3,2013,2
2337248,Corrüpt,mathcore,La Rochelle,3,2010,2
2337262,Scarvolk,death metal,Nantes,3,2016,2
2337267,Orpheum Black,rock,France,1,2019,2
2337682,Erhängen,"solitude, misanthropy, depressive black metal, depression",Fuveau,3,2008,2
2337684,Eris Somnium,"cosmic, destruction, peregrination, black metal, nature",Poitiers,3,2008,2
2338451,Libertalia,"celtique, flibustier, piraterie, buccaneering, buccaneer, piracy, folk, celtic, pirate, flibuste",France,1,2006,2
2343967,Ravage Club,punk,Lille,3,,2
2369092,Zaho de Sagazan,"darksynth, krautrock, singer-songwriter, electronica",Saint-Nazaire,3,1999,1
2379538,Taxi Kebab,electronic,Nancy,3,,2
2384365,The Crazy Therapy,"pop rock, rock",Belfort,3,2014,2
2386665,Naraka,"thrash metal, death metal",Paris,3,2019,2
2391564,Houle,"atmospheric black metal, black metal",Paris,3,2019,2
2393156,Dan Colombo,"worship, meditation, spontaneous worship, pop, instrumental, singer-songwriter",France,1,1965,1
2401588,lhug,"trap, pop rap, drill, hip hop",Auxerre,3,2002,1
2407594,Catherine Aymerie,actress,Strasbourg,3,1961,1
2409412,Christian Vincent,"film writer, director",Paris,3,1955,1
2417746,Brenda Ohana,"experimental, latin jazz, contemporary jazz, afro-cuban jazz, free jazz, vibraphone, brazilian music, instrumental jazz, afro-jazz, guided meditation, cool jazz, acid jazz, world fusion, jazz, instrumental",Brazil,1,1980,1
2422298,Asynchrone,jazz,Paris,3,,2
2442490,Allflowers,"alternative rock, pop rock, rock",Paris,3,2018,2
2446537,Clem27,"pop, nightcore",France,1,2007,1
2461497,Plune,"cloud rap, toulouse, rap, hip hop",Toulouse,3,2000,1
2473182,Future Primitive,"electronic, drum and bass",France,1,2010,2
2473614,Anisha Jo,"pop, malagasy, star academy, french",Antananarivo,3,1999,1
2475487,Beastly,"stoner rock, rock fusion, rock, funk",Angers,3,,2
2483205,Léo Natale,"post-metal, djent, progressive metal, post-rock, metal, metalcore, symphonic metal, groove metal, synthwave, instrumental metal, instrumental",France,1,1990,1
2487049,Acid Gras,garage punk,Paris,3,2021,2
2491575,Fièvres,"black metal, powerviolence",Bordeaux,3,,2
2498960,Lazy Doll,progressive rock,France,1,,2
2502833,Your Magnolia,"chillwave, lo-fi, boom bap, lo-fi hip hop, instrumental hip hop, instrumental, downtempo, hip hop",Forbach,3,1996,1
2509804,Northern Cross,psychedelic rock,Hazebrouck,3,,2
2509805,Légende,progressive rock,Hazebrouck,3,,2
2526644,Phaesis,progressive rock,France,1,,2
